ingredient,allergen,category,severity
sonnenblumen),None,Unknown,Safe
6ejlkvl - 7,None,Unknown,Safe
oleoresin),None,Unknown,Safe
apfelsaft (17%),None,Unknown,Safe
colorant e160a),None,Unknown,Safe
bananes (6%),None,Unknown,Safe
triphosphate de sodium,None,Unknown,Safe
conservante - sorbato de potasio -,None,Unknown,Safe
chocolate flavored coating (palm kernel oil,None,Unknown,Safe
cilantro flavor (dextrose,None,Unknown,Safe
courgette2 3,None,Unknown,Safe
pasteurized cultured organic milk,None,Unknown,Safe
agent levant',None,Unknown,Safe
eau (16,None,Unknown,Safe
ethyl,None,Unknown,Safe
watermelon juice not from concentrate (14%),None,Unknown,Safe
natural yogurt coating (evaporated cane juice,None,Unknown,Safe
organic green pea flour,None,Unknown,Safe
contains less than 2% of red jalapeno pepper puree (red jalapeno pepper,None,Unknown,Safe
garlic (garlic,None,Unknown,Safe
jambon cru 3 % (jambon de porc,None,Unknown,Safe
perdreaux,None,Unknown,Safe
organic wild dried blueberries (organic wild blueberries,None,Unknown,Safe
apple vinegar powder,None,Unknown,Safe
aluminum phosphate),None,Unknown,Safe
glucose-fructose syrup (from wheat or corn),None,Unknown,Safe
and spices,None,Unknown,Safe
anti caking agent (silicon dioxide),None,Unknown,Safe
walnuts and/or pecans,None,Unknown,Safe
organic unbleached cane sugar,None,Unknown,Safe
almonds cranberries (sugar,None,Unknown,Safe
spices (including paprika),None,Unknown,Safe
natural color (cucumin),None,Unknown,Safe
light low moisture part skim mozzarella cheese (pasteurized part skim milk,None,Unknown,Safe
organic cold pressed apple,None,Unknown,Safe
pacanas (2%),None,Unknown,Safe
viande de boeuf 12% (suisse),None,Unknown,Safe
cultured celery extract,None,Unknown,Safe
acidifiant(e33),None,Unknown,Safe
organic purple corn,None,Unknown,Safe
malt barley extract,None,Unknown,Safe
carotte jaune 9,None,Unknown,Safe
pasteurized sheep,None,Unknown,Safe
potato stardch,None,Unknown,Safe
salt dill,None,Unknown,Safe
vollkorn-dinkelmehl,None,Unknown,Safe
frauses 6 %,None,Unknown,Safe
junger gouda,None,Unknown,Safe
bakin,None,Unknown,Safe
vit b6,None,Unknown,Safe
antioxidants e320,None,Unknown,Safe
chou chinois 9%,None,Unknown,Safe
enriched unbleached wheat flour (niacin,None,Unknown,Safe
19,None,Unknown,Safe
(97%),None,Unknown,Safe
sodium benzoate and potassium sorbate(preservatives),None,Unknown,Safe
9%) (jambon (5,None,Unknown,Safe
high fructose corn syrup solids,None,Unknown,Safe
organic millet sprout,None,Unknown,Safe
preserves (raspberry puree,None,Unknown,Safe
unbleached and unbromated enriched wheat flour (niacin,None,Unknown,Safe
citrons confits d'espagne,None,Unknown,Safe
real sour cream (cultured pasteurized light cream,None,Unknown,Safe
pulpe de mangue 14%,None,Unknown,Safe
cooked whi,None,Unknown,Safe
filet de poulet (92%),None,Unknown,Safe
soy lecithin ( a natural emulsifler),None,Unknown,Safe
corn and/or peanut oil),None,Unknown,Safe
tapioca glucose egg whites,None,Unknown,Safe
cornichon 3,None,Unknown,Safe
viande de cuisse de dinde (78 %),None,Unknown,Safe
de safran et de l-vahne,None,Unknown,Safe
dry hot sauce,None,Unknown,Safe
tomates coeur de boeuf,None,Unknown,Safe
sodium metabisulfate preservative,None,Unknown,Safe
butter skim milk,None,Unknown,Safe
chocolat 9% (cacao en poudre,None,Unknown,Safe
teriyaki s,None,Unknown,Safe
oeufs et jaunes d'oeufs frais,None,Unknown,Safe
vanilla yogurt (pasteurized grade nonfat milk,None,Unknown,Safe
white jasmine rice),None,Unknown,Safe
tomates 20% (italie),None,Unknown,Safe
agents denrobage (e414,None,Unknown,Safe
fresh eggs 26%,None,Unknown,Safe
niacine (b3) et thiamine (bi)),None,Unknown,Safe
onion puree (onions evaporated cane juice,None,Unknown,Safe
sirop de sucre de canne blond,None,Unknown,Safe
sien di latte in polvere,None,Unknown,Safe
harina de arroz 1%,None,Unknown,Safe
california seedless jumbo flame raisins,None,Unknown,Safe
cum,None,Unknown,Safe
guar gun,None,Unknown,Safe
clous de girofle ab,None,Unknown,Safe
gluten free crust (water,None,Unknown,Safe
e304e e331iii et e331),None,Unknown,Safe
poivre origan,None,Unknown,Safe
polyglycerol gum,None,Unknown,Safe
interesterified soybean oil,None,Unknown,Safe
orangel citron,None,Unknown,Safe
farine de 16%,None,Unknown,Safe
12% de raisins secs,None,Unknown,Safe
tomates (98%),None,Unknown,Safe
afin de tirer parti au mieux de ce produit,None,Unknown,Safe
black pepper),None,Unknown,Safe
and/or belize,None,Unknown,Safe
succiniic acid,None,Unknown,Safe
2% or less of sunflower oil,None,Unknown,Safe
antioxidants (arsobic acid,None,Unknown,Safe
estabilizadores (e460,None,Unknown,Safe
colorant (e142),None,Unknown,Safe
parmesan cheese (cultured mil,None,Unknown,Safe
12 bd de la providence,None,Unknown,Safe
evaporated milled invert sugar,None,Unknown,Safe
pommes de terre 11,None,Unknown,Safe
spices (,None,Unknown,Safe
desiccated coconut macaroon medium,None,Unknown,Safe
artificial banana flavor,None,Unknown,Safe
ultra filtered skim milk and cream cultures),None,Unknown,Safe
0 kcal),None,Unknown,Safe
chrysanthemum,None,Unknown,Safe
natural cheese flavors (cheddar,None,Unknown,Safe
plrntes bntloxyoflnts e301,None,Unknown,Safe
410,None,Unknown,Safe
dried cranberries (sugar,None,Unknown,Safe
wasabi seasoning (evaporated cane,None,Unknown,Safe
organic fresh carrots,None,Unknown,Safe
calcium lactose,None,Unknown,Safe
palm mono and diglycerides,None,Unknown,Safe
lentilles corail 6,None,Unknown,Safe
sucre brun 40%,None,Unknown,Safe
olive oil and sea salt,None,Unknown,Safe
granny smith apple juice,None,Unknown,Safe
mascarpone 1 %,None,Unknown,Safe
groseilles 7,None,Unknown,Safe
cooked dehydrated red beans,None,Unknown,Safe
sulfites e220,None,Unknown,Safe
paste),None,Unknown,Safe
brechbohnen,None,Unknown,Safe
saucisse de porc 8% (maigre et gras de porc,None,Unknown,Safe
semi dl l,None,Unknown,Safe
100% expeller pressed sunflower and/or canola oil,None,Unknown,Safe
smoke ham flavor (potato maltodextrin natural flavor,None,Unknown,Safe
jus de viande,None,Unknown,Safe
extrait d'algues (lithothamnium calcareum),None,Unknown,Safe
and distilled acetylated monoglycerides dispersed in dextrose,None,Unknown,Safe
tart cherries,None,Unknown,Safe
naturally brewed soy sauce(water,None,Unknown,Safe
poulet,None,Unknown,Safe
peanut butter drops (sugar,None,Unknown,Safe
black mustard seeds,None,Unknown,Safe
2% or less of partially hydrogenated soybean oil,None,Unknown,Safe
tomato (6%),None,Unknown,Safe
juice from honeycrisp apples,None,Unknown,Safe
5% - sel 2,None,Unknown,Safe
15% wasserkastanien,None,Unknown,Safe
sucre de canne (8,None,Unknown,Safe
blend of vegetable oils (palme,None,Unknown,Safe
palm and/or can,None,Unknown,Safe
raifort (8%,None,Unknown,Safe
farina di riso tailandese,None,Unknown,Safe
swad red,None,Unknown,Safe
sucre (25%),None,Unknown,Safe
corn starch and calcium sulfate added to prev,None,Unknown,Safe
strawberry juice (water and strawberry juice concentrate),None,Unknown,Safe
poivrons 28 %,None,Unknown,Safe
18 g,None,Unknown,Safe
glucono-delta lactone,None,Unknown,Safe
60% cranberries,None,Unknown,Safe
pyridoxine hydrochlori,None,Unknown,Safe
organic nut meal (organic pecan and/or organic walnut),None,Unknown,Safe
thon (24%),None,Unknown,Safe
fond de volaille (maltodex- trine de pomme de terre,None,Unknown,Safe
smoke flavor (aqueous solution of natural hickory wood smoke flavors),None,Unknown,Safe
vegetable oils (coconut oil,None,Unknown,Safe
bio ingwer,None,Unknown,Safe
lemon juice con,None,Unknown,Safe
assaisonnement saveur sel et vinaigre (lactose,None,Unknown,Safe
cream powder (milk),None,Unknown,Safe
canola and safflower),None,Unknown,Safe
chunks (cocoa,None,Unknown,Safe
chair de poisson 30%,None,Unknown,Safe
reiscrispies,None,Unknown,Safe
palm oil with tbhq (preservative),None,Unknown,Safe
dehydrated red chilli pepper,None,Unknown,Safe
jus de tomate 20 %,None,Unknown,Safe
blue ribbon calimyrna figs,None,Unknown,Safe
vinegar distilled,None,Unknown,Safe
bananen-,None,Unknown,Safe
(2,None,Unknown,Safe
vegetable oil (soy),None,Unknown,Safe
strawberry topping (high fructose corn syrup,None,Unknown,Safe
jambon cuit (10,None,Unknown,Safe
zuursel),None,Unknown,Safe
strawberry slices,None,Unknown,Safe
basil (0,None,Unknown,Safe
poeder van (maltodextrine,None,Unknown,Safe
huile d'olive vierge extra 98%,None,Unknown,Safe
amido di frumento),None,Unknown,Safe
smoked herring fillets 76%,None,Unknown,Safe
cheddar cheese solids (pasteuri,None,Unknown,Safe
nicotinezuufr ami e,None,Unknown,Safe
natural floors,None,Unknown,Safe
farine de seigle 32%,None,Unknown,Safe
08%,None,Unknown,Safe
natural flavors (jamaican ginger oil,None,Unknown,Safe
natural celery extract,None,Unknown,Safe
dragon,None,Unknown,Safe
oat fiber maltodextrin,None,Unknown,Safe
champagine vinegar,None,Unknown,Safe
red vinegar,None,Unknown,Safe
artificial flavors and ar,None,Unknown,Safe
crunchies de framboise (framboise (extrait sec 33 %),None,Unknown,Safe
black chick peas,None,Unknown,Safe
whey powder(milk),None,Unknown,Safe
yeast oranges,None,Unknown,Safe
chocolat en poudre 9%,None,Unknown,Safe
viande bovine 6 % (origine france),None,Unknown,Safe
0% - pommes de terre 22,None,Unknown,Safe
stevia extract (steviol glycosides),None,Unknown,Safe
quinoa 16%,None,Unknown,Safe
seedless flame raisins,None,Unknown,Safe
e452ii,None,Unknown,Safe
n5n,None,Unknown,Safe
glucomannan acid (cla)tconjugated linoleic caseinate agent dl-choline lipase),None,Unknown,Safe
organic cultured milk,None,Unknown,Safe
jambon de porc),None,Unknown,Safe
copse,None,Unknown,Safe
soft white w,None,Unknown,Safe
pommes de terre 10,None,Unknown,Safe
soy lecithin (an emulsifier) and vanilla) coffee beans,None,Unknown,Safe
concentrated whole milk sea salt,None,Unknown,Safe
high fructose co,None,Unknown,Safe
grapefruit pulp sacs,None,Unknown,Safe
beta-carotene colouring),None,Unknown,Safe
cranberries (6%),None,Unknown,Safe
skim fat milk,None,Unknown,Safe
may contain potassium chloride,None,Unknown,Safe
calcium ac,None,Unknown,Safe
vitamin b2 (riboflavin ),None,Unknown,Safe
fruit pieces (concentrated apple puree (apples,None,Unknown,Safe
grondin entier),None,Unknown,Safe
less than 2% onion powder,None,Unknown,Safe
mahodextrine,None,Unknown,Safe
aceite de girasol (36%),None,Unknown,Safe
sprouted ancient grain,None,Unknown,Safe
oignons 16%,None,Unknown,Safe
cr korce d'orange,None,Unknown,Safe
chocolate oil,None,Unknown,Safe
aubergine 7,None,Unknown,Safe
chocolate liquor(processed with alkali),None,Unknown,Safe
flour bleached (wheat flour,None,Unknown,Safe
maltodexrtin,None,Unknown,Safe
sodium acid and calcium caseinates,None,Unknown,Safe
sake (rice salt),None,Unknown,Safe
natural bacon (cured with water,None,Unknown,Safe
dextrose oil,None,Unknown,Safe
galletas integrales con avena y trigo ingredientes copos de avena 38,None,Unknown,Safe
crushed sweet potato,None,Unknown,Safe
5% ( sucre,None,Unknown,Safe
sucre de canne 55%,None,Unknown,Safe
natural caramel flavour,None,Unknown,Safe
dark wheat bread (unbleached wheat flour,None,Unknown,Safe
viande de boeuf crue origine france 16 %,None,Unknown,Safe
e170)),None,Unknown,Safe
organic dehydrated cane sugar canola oil,None,Unknown,Safe
chioggia-bietjes- en blauwe aardappelchids moi,None,Unknown,Safe
tomate cerise,None,Unknown,Safe
caramel color natural lemon juice solids,None,Unknown,Safe
organic banana chips (organic bananas,None,Unknown,Safe
raisins secs de smyrne (6%),None,Unknown,Safe
clarified pineapple juice from concentrate,None,Unknown,Safe
organic expeller pressed sunflower oil and/or canola oil and/or safflower oil,None,Unknown,Safe
milk (nonfat milk solids),None,Unknown,Safe
thehutgroup meridian house,None,Unknown,Safe
ponceau,None,Unknown,Safe
graines de lin brun 5,None,Unknown,Safe
corn and/or peanut oil,None,Unknown,Safe
70% dark chocolate (chocolate liquor,None,Unknown,Safe
traubensaft aus fruchtsaftkonzentrat (3,None,Unknown,Safe
sauermilch teilentrahmt,None,Unknown,Safe
jus de citron vert (57%),None,Unknown,Safe
organic navy beans,None,Unknown,Safe
grasa vegeta( (nuez de coco,None,Unknown,Safe
cipolla rossa 7%,None,Unknown,Safe
palme 5,None,Unknown,Safe
erythiritol,None,Unknown,Safe
jus de carottes bio 38%,None,Unknown,Safe
fried onion powder,None,Unknown,Safe
corrector de acidez e-330,None,Unknown,Safe
aceite de oliva virgen extra (1%),None,Unknown,Safe
concentrato di minerali del latte sale,None,Unknown,Safe
natural flavors including vanilla extract,None,Unknown,Safe
fresh mint,None,Unknown,Safe
inosine,None,Unknown,Safe
dried egg y,None,Unknown,Safe
huile dlolive vierge extra 0,None,Unknown,Safe
filberts/hazelnuts,None,Unknown,Safe
jus de framboises 9 %,None,Unknown,Safe
pulpe de tomate 9%,None,Unknown,Safe
consist of cucumbers,None,Unknown,Safe
fruit 12% (fraise ou framboise ou myrtille),None,Unknown,Safe
flocons de pommes de terre (66%),None,Unknown,Safe
dehydrated chili and chipotle peppers,None,Unknown,Safe
onse,None,Unknown,Safe
potirons 43,None,Unknown,Safe
rosmarino,None,Unknown,Safe
coriandru),None,Unknown,Safe
poudres lever (carbonate acide d'ammonium,None,Unknown,Safe
reb a (extract of stevia)),None,Unknown,Safe
pickled jalapeno peppers (jalapeno peppers,None,Unknown,Safe
buttermilk (cultured low fat milk and condensed skim milk,None,Unknown,Safe
sea clams and sea gram juice,None,Unknown,Safe
distilled vinegar (20% acidity),None,Unknown,Safe
kaneel),None,Unknown,Safe
isbo,None,Unknown,Safe
partially,None,Unknown,Safe
lai cru,None,Unknown,Safe
medium bye flour,None,Unknown,Safe
cherries (cherries water,None,Unknown,Safe
huile de colza (28%),None,Unknown,Safe
natural and artificial maple flavor),None,Unknown,Safe
colorant naturel rocou e160b,None,Unknown,Safe
la,None,Unknown,Safe
12 % fruits (ananas,None,Unknown,Safe
atesulfame-kt sucalose),None,Unknown,Safe
mushrooms (boletus edulis) (8%) and sofrito sauce (onion,None,Unknown,Safe
non hydrogenated  vegetable suet (palm oil,None,Unknown,Safe
fenouil (50%),None,Unknown,Safe
bleached wheat flour and melted barley flour (enriched with niacin,None,Unknown,Safe
vegetable oils (canola,None,Unknown,Safe
for flavori,None,Unknown,Safe
beef base (roasted sirloin and beef stock,None,Unknown,Safe
salt dehydrated onion,None,Unknown,Safe
stabilizers (e407,None,Unknown,Safe
toamtes 24%,None,Unknown,Safe
aubergines 1,None,Unknown,Safe
cellulose),None,Unknown,Safe
dpices et extraits d'epices,None,Unknown,Safe
non hydrogenated soybean oil,None,Unknown,Safe
grade aa large brown eggs,None,Unknown,Safe
dried whey and cultured whey,None,Unknown,Safe
8% (coriandre,None,Unknown,Safe
museau de boeuf 70 % (museau de boeuf,None,Unknown,Safe
of fatty acids,None,Unknown,Safe
contient malt d'orge et froment,None,Unknown,Safe
mono- and di- glycerides of fatty acids (471)),None,Unknown,Safe
sodium stearyol lactylate,None,Unknown,Safe
prepared chick peas (chick peas,None,Unknown,Safe
oignons grelots 1,None,Unknown,Safe
thickener carrageenan,None,Unknown,Safe
contains 2% or less of par,None,Unknown,Safe
80% refined sunflower oil and 20% extra virgin olive oil,None,Unknown,Safe
kahlua,None,Unknown,Safe
zumo de manzana a partir de concentrado 19,None,Unknown,Safe
sodium aluminum phsophate,None,Unknown,Safe
extraits d'aromates),None,Unknown,Safe
5% pfirsichen,None,Unknown,Safe
organic lemon juice contentrate,None,Unknown,Safe
disocium hydrogen,None,Unknown,Safe
stop de glucose,None,Unknown,Safe
pineapple (ananas comosus),None,Unknown,Safe
gras de porc 11%,None,Unknown,Safe
patates douces 28%,None,Unknown,Safe
sodium metabisulfite (as preservative),None,Unknown,Safe
prepared red beans,None,Unknown,Safe
knoblauctf,None,Unknown,Safe
riz blanc 17,None,Unknown,Safe
raw walnuts (usa),None,Unknown,Safe
pimiento chile,None,Unknown,Safe
sodium diacetat,None,Unknown,Safe
romaine lettuce garbanozo beans,None,Unknown,Safe
him,None,Unknown,Safe
syrah wine,None,Unknown,Safe
teur,None,Unknown,Safe
contains less than 2% of organic co,None,Unknown,Safe
sugar barley malt,None,Unknown,Safe
natural spices and flavoring,None,Unknown,Safe
may contaili traces of soya,None,Unknown,Safe
mini crispy peanut butter bar (sugar,None,Unknown,Safe
gema de ovupasteurizada,None,Unknown,Safe
guar and/or arabic gum,None,Unknown,Safe
coating sugar,None,Unknown,Safe
milk bland (nonfat milk,None,Unknown,Safe
unenriched semolina flour,None,Unknown,Safe
calcium d pantothena,None,Unknown,Safe
aceite vegetal (girasol alto oleico) 15%,None,Unknown,Safe
hungarian chili peppers,None,Unknown,Safe
vitamine bi 2),None,Unknown,Safe
wheat flour (enriched wheat flour (niacin,None,Unknown,Safe
krossade tomater 23%,None,Unknown,Safe
framboise (50% du sorbet),None,Unknown,Safe
moules (mytilus edulis,None,Unknown,Safe
extrait de gingembre,None,Unknown,Safe
viande de veau 7% (suisse),None,Unknown,Safe
fruits 52% ( orange bio 44%,None,Unknown,Safe
brocolis 9,None,Unknown,Safe
viande de poulet 76%,None,Unknown,Safe
graines de citrouille (15%),None,Unknown,Safe
spice seasonings (cane sugar,None,Unknown,Safe
chocolat au lait 41% (sucre,None,Unknown,Safe
cardamoms,None,Unknown,Safe
(a source of iron),None,Unknown,Safe
baby greens (mizuna,None,Unknown,Safe
acide lactique et acide malique,None,Unknown,Safe
organic coffee beans,None,Unknown,Safe
anneaux d'encornet 2,None,Unknown,Safe
puerro deshidratado,None,Unknown,Safe
riz cuit 50 % (riz,None,Unknown,Safe
thon 42%,None,Unknown,Safe
organic mandarin-lemon juice,None,Unknown,Safe
vitamin b6,None,Unknown,Safe
1% (framboise 90%,None,Unknown,Safe
6 %) et ananas (1,None,Unknown,Safe
acidifiant glucono-delta-lactone et sel),None,Unknown,Safe
ferrous fumarate (iron,None,Unknown,Safe
white balsamic vinegar (aged wine vinegar and musk of white grapes),None,Unknown,Safe
shortening (partially hydrogenated cottonseed and soybean oils,None,Unknown,Safe
l-cysteine,None,Unknown,Safe
skim milk modified corn starch,None,Unknown,Safe
wild caught shrimp,None,Unknown,Safe
poudre de framboise,None,Unknown,Safe
conservateur (e250),None,Unknown,Safe
natural vanilla ext,None,Unknown,Safe
lemon juice olive oil and spices,None,Unknown,Safe
blueberry 10%,None,Unknown,Safe
jus de pomme et groseille (1%),None,Unknown,Safe
9% vollkornweizenmehl,None,Unknown,Safe
stevia rebaudiana,None,Unknown,Safe
extractos de cebolla y zanahoria,None,Unknown,Safe
lavendre,None,Unknown,Safe
rape seed oil,None,Unknown,Safe
soy lecihtin and vanilla),None,Unknown,Safe
certifie 6 filets oe poulet sous rtmosphere protectrice ouverture,None,Unknown,Safe
